#1k0	rpm	2k0	rpm	3k0	rpm	4k0	rpm	5k0	rpm	6k0	rpm	7k0	rpm	8k0	rpm	9k0	rpm	10k0	rpm	11k0	rpm	12k0	rpm	13k0	rpm	14k0	rpm	15k0	rpm	16k0	rpm	20k0	rpm	25k0	rpm	30k0	rpm	35k0	rpm	40k0	rpm	45k0	rpm	50k0	rpm	55k0	rpm	60k0	rpm	65k0	rpm
10519.649	9928.4	10492.797	9972.1	10502.446	9977.9	10489.189	9989.1	10490.966	9994.2	10475.683	9976	10482.133	9965.7	10487.724	9975.8	10486.336	9973.9	10465.951	9977.5	10504.282	9951.2	10488.944	9971.3	10480.474	9952.1	10474.159	9987.6	10518.832	9893.7	10470.348	9981.7	10474.892	10006	10460.606	9972.1	10455.451	10014	10456.702	10004	10463.592	9982.2	10459.912	9984.1	10464.768	9970.5	10444.127	9994.2	10440.808	10006	10446.036	9994.2
10550.111	9938.7	10523.2	9958.3	10532.796	9975.8	10519.536	9970.6	10521.277	9987.9	10505.998	9987.4	10512.465	9965.7	10518.058	9984	10516.669	9973.9	10496.277	9980.6	10534.744	9937.2	10519.338	9966.6	10510.89	9953.8	10504.483	9984.1	10549.409	9893.7	10500.704	9973.9	10505.179	10001	10490.993	9963.8	10485.67	10019	10486.972	10003	10493.908	9986.8	10490.236	9981.1	10495.145	9967.1	10474.452	9984.1	10471.061	10009	10476.334	9994
10580.551	9951.2	10553.578	9967.1	10563.112	9986.4	10549.89	9970.4	10551.62	9977.5	10536.283	9998	10542.839	9968.7	10548.4	9978.8	10547.041	9968	10526.616	9981.3	10565.229	9930	10549.7	9971.8	10541.308	9952.4	10534.827	9976.2	10580.038	9883.1	10531.074	9968.5	10535.414	10014	10521.339	9976.6	10515.913	10011	10517.21	10013	10524.237	9982.6	10520.568	9976.1	10525.502	9973.9	10504.738	9997.7	10501.294	10010	10506.645	9988.7
10611.006	9940.6	10583.936	9973.9	10593.462	9981.9	10580.236	9976.4	10581.962	9979	10566.602	9985.5	10573.186	9976.3	10578.759	9972.3	10577.366	9985.4	10556.979	9970.8	10595.693	9937.8	10580.041	9978.9	10571.744	9946.3	10565.171	9977.7	10610.608	9901.2	10561.469	9967	10565.632	10019	10551.68	9979	10546.154	10012	10547.476	10004	10554.576	9979	10550.931	9970.4	10555.83	9983.5	10535.027	10002	10531.531	10013	10536.958	9989.1
10641.473	9937	10614.301	9965.6	10623.817	9973.9	10610.57	9980.9	10612.273	9989.1	10596.929	9984.1	10603.566	9965.3	10609.116	9973.3	10607.694	9982.5	10587.334	9973.9	10626.154	9938.7	10610.404	9971	10602.185	9945.8	10595.479	9991.8	10641.231	9888.7	10591.812	9978.4	10595.867	10014	10582.038	9972.6	10576.372	10016	10577.762	9997.7	10584.926	9975.4	10581.274	9978	10586.176	9976.7	10565.336	9991.4	10561.768	10014	10567.254	9994.2
10671.925	9942	10644.69	9963.8	10654.181	9971	10640.902	9975.5	10642.604	9982.4	10627.263	9987.1	10633.914	9981.5	10639.44	9984.1	10638.036	9977.5	10617.648	9987.6	10656.617	9938	10640.773	9965.4	10632.573	9962.6	10625.789	9988.6	10671.852	9880.4	10622.167	9973.9	10626.107	10012	10612.418	9965.9	10606.595	10018	10608.033	10008	10615.241	9987.1	10611.584	9985.7	10616.534	9972.2	10595.631	9996.9	10592.023	10008	10597.553	9992.9
10702.358	9945.3	10675.069	9971.5	10684.522	9979	10671.26	9972.4	10672.954	9981.6	10657.557	9994.2	10664.225	9989.1	10669.794	9973.9	10668.367	9982.9	10647.996	9976	10687.08	9937.9	10671.119	9976.2	10662.978	9957.7	10656.123	9980.6	10702.469	9887	10652.531	9970.8	10656.344	10014	10642.761	9978.6	10636.848	10009	10638.283	10006	10645.572	9976.1	10641.904	9984	10646.896	9972.7	10625.886	10007	10622.266	10011	10627.867	9987.4
10732.812	9946.7	10705.426	9973.9	10714.885	9970.7	10701.601	9978.6	10703.28	9980.4	10687.871	9987.4	10694.56	9981.9	10700.153	9972.1	10698.679	9987.8	10678.341	9970.9	10717.528	9943.5	10701.464	9977	10693.399	9951.4	10686.452	9983	10733.061	9895	10682.878	9976.3	10686.546	10024	10673.105	9977	10667.089	10017	10668.567	9999.3	10675.917	9977.5	10672.254	9979	10677.226	9982.4	10656.181	9994.2	10652.5	10011	10658.183	9986.8
10763.294	9932.9	10735.803	9967.9	10745.242	9973.9	10731.926	9984.1	10733.59	9989.1	10718.211	9981.2	10724.901	9979	10730.515	9972.5	10729.019	9978.1	10708.691	9981.3	10747.946	9952.3	10731.829	9968.8	10723.84	9945.5	10716.747	9994	10763.666	9885.5	10713.221	9977.9	10716.804	10011	10703.475	9968.8	10697.313	10018	10698.836	10003	10706.267	9981.9	10702.579	9984.1	10707.589	9976.4	10686.482	9992.4	10682.738	10013	10688.479	9994.2
10793.795	9931.6	10766.194	9961.8	10775.591	9981.6	10762.267	9978.1	10763.917	9983.9	10748.539	9984.1	10755.24	9981.2	10760.864	9975.4	10759.399	9965.5	10738.992	9986.2	10778.4	9940.2	10762.217	9965.1	10754.249	9955.4	10747.059	9987.9	10794.295	9883.7	10743.577	9973.9	10747.041	10014	10733.836	9971.9	10727.541	10017	10729.114	10002	10736.586	9991.9	10732.898	9991.8	10737.946	9973.1	10716.801	9992.6	10712.99	10009	10718.794	9987.1
10824.273	9933.7	10796.583	9963.8	10805.903	9989.1	10792.621	9973.9	10794.246	9984.1	10778.851	9989.1	10785.555	9987.7	10791.222	9972.1	10789.754	9973.9	10769.333	9977.7	10808.87	9938.6	10792.573	9973.9	10784.665	9953.8	10777.383	9984.1	10824.894	9893.7	10773.938	9971.7	10777.262	10018	10764.192	9973.9	10757.777	10014	10759.386	10008	10766.898	9987.8	10763.207	9989.1	10768.288	9978	10747.06	10006	10743.239	10005	10749.129	9979
10854.774	9932.2	10826.946	9976.6	10836.246	9978.3	10822.96	9979	10824.577	9983.4	10809.177	9984.1	10815.903	9975.5	10821.608	9965.1	10820.064	9989.1	10799.664	9976.1	10839.357	9933.7	10822.905	9976.1	10815.084	9952.4	10807.686	9984.1	10855.468	9901.5	10804.309	9968.9	10807.464	10024	10794.517	9980.5	10788.018	10017	10789.656	10002	10797.233	9978.1	10793.535	9983.9	10798.636	9981.8	10777.356	9993.8	10773.461	10019	10779.455	9984.1
10885.274	9931.9	10857.333	9963.6	10866.602	9973.9	10853.308	9975.5	10854.891	9987.5	10839.518	9981.4	10846.259	9973.9	10851.966	9973.4	10850.42	9975.3	10830.004	9979	10869.805	9942.3	10853.283	9966.1	10845.488	9957.3	10838.026	9979	10886.068	9892.1	10834.654	9977.5	10837.702	10014	10824.871	9973.9	10818.22	10024	10819.959	9996.6	10827.559	9984.1	10823.844	9985.7	10828.985	9975.3	10807.653	9994.2	10803.728	10001	10809.766	9989.1
10915.743	9936.8	10887.736	9958.8	10896.941	9975.3	10883.648	9979	10885.22	9983.4	10869.845	9980.4	10876.601	9978.2	10882.306	9978.5	10880.767	9970.8	10860.319	9987.4	10900.269	9936.8	10883.657	9968.9	10875.878	9962.1	10868.336	9985.7	10916.69	9880.4	10865.012	9973.5	10867.921	10019	10855.231	9972.3	10848.473	10009	10850.262	9997.7	10857.869	9989.1	10854.128	9998	10859.341	9973.9	10837.937	9999.3	10833.997	10004	10840.096	9983.4
10946.194	9941.5	10918.106	9958.8	10927.27	9985.4	10913.994	9976.8	10915.552	9982.9	10900.146	9992	10906.944	9979	10912.687	9968.9	10911.106	9979	10890.643	9984.1	10930.745	9933.7	10914.001	9977.1	10906.28	9958.8	10898.661	9984.1	10947.315	9888.6	10895.382	9965.7	10898.14	10016	10885.611	9971.4	10878.707	10014	10880.527	10004	10888.203	9984	10884.446	9986.1	10889.691	9981.3	10868.21	10008	10864.252	10008	10870.451	9973.1
10976.675	9932.1	10948.476	9958.8	10957.62	9981.3	10944.337	9978.2	10945.865	9988	10930.473	9980.9	10937.287	9979	10943.064	9967	10941.431	9984.1	10921.006	9970.8	10961.226	9931.9	10944.347	9977	10936.686	9957.8	10928.975	9987.4	10977.898	9898.6	10925.727	9977.5	10928.334	10027	10915.952	9979	10908.94	10011	10910.821	9990.8	10918.544	9978.4	10914.771	9980.4	10920.025	9986.3	10898.49	9996	10894.505	10009	10900.791	9979
11007.183	9923.6	10978.916	9951.2	10987.979	9972.5	10974.661	9980.6	10976.166	9992	10960.79	9987	10967.644	9973.2	10973.426	9971.7	10971.785	9973.1	10951.352	9976.6	10991.683	9938.5	10974.702	9973.9	10967.075	9962.3	10959.27	9994.2	11008.483	9898.3	10956.074	9982.7	10958.538	10024	10946.307	9973.8	10939.165	10018	10941.118	9994.2	10948.886	9979	10945.084	9988	10950.349	9984.1	10928.773	9999.2	10924.775	10003	10931.116	9980.5
11037.683	9927.3	11009.353	9947.9	11018.322	9977	11005.002	9979	11006.49	9984.1	10991.073	9987	10998.001	9973.9	11003.766	9979	11002.162	9967.2	10981.678	9980.4	11022.164	9932.2	11005.035	9973.9	10997.464	9963.8	10989.588	9985.4	11039.069	9898.6	10986.424	9973.9	10988.773	10014	10976.688	9965.3	10969.402	10013	10971.399	9995.6	10979.195	9991.4	10975.38	9994	10980.696	9970.6	10959.06	10003	10955.078	9997.3	10961.464	9975.5
11068.155	9930.7	11039.755	9958.4	11048.667	9978.8	11035.373	9965.2	11036.82	9983.3	11021.398	9984	11028.316	9987.4	11034.083	9979	11032.518	9973.9	11012.019	9979	11052.641	9933.7	11035.422	9963.8	11027.865	9958.8	11019.912	9984.1	11069.659	9890.6	11016.794	9968.5	11018.979	10022	11007.068	9971.1	10999.664	10007	11001.702	10000	11009.53	9980.9	11005.698	9985.6	11011.035	9979	10989.313	10009	10985.348	10003	10991.806	9978.3
11098.655	9926.7	11070.15	9966.6	11079.011	9978.6	11065.735	9971.5	11067.138	9986.1	11051.715	9987.4	11058.666	9975.4	11064.472	9961.2	11062.842	9984.1	11042.362	9977.5	11083.079	9933.7	11065.749	9983.8	11058.288	9945.6	11050.247	9980.7	11100.259	9893.7	11047.149	9973.9	11049.168	10028	11037.409	9978.9	11029.936	10008	11031.985	9998.1	11039.87	9979	11036.009	9988.5	11041.367	9982.2	11019.582	10005	11015.602	10009	11022.131	9980.6
11129.157	9931.2	11100.537	9963.8	11109.366	9973.9	11096.091	9973.9	11097.424	9997.7	11082.04	9980.9	11089.009	9977.6	11094.814	9977.9	11093.199	9972.6	11072.703	9979	11113.561	9931.5	11096.13	9968.9	11088.703	9953.8	11080.543	9994.2	11130.846	9897.2	11077.48	9982.3	11079.375	10023	11067.767	9973	11060.155	10019	11062.28	9994.2	11070.19	9981.1	11066.307	9993.7	11071.715	9975.7	11049.867	9999.2	11045.88	10002	11052.426	9994.2
11159.667	9923.6	11130.94	9958.7	11139.707	9979	11126.47	9965.9	11127.718	9994.2	11112.352	9989.1	11119.35	9979	11125.128	9987.7	11123.559	9972.4	11103.017	9987.8	11144.047	9930	11126.523	9960.4	11119.11	9957.5	11110.856	9988.1	11161.446	9892.4	11107.835	9973.1	11109.609	10014	11098.159	9961.1	11090.391	10014	11092.56	10001	11100.49	9992.1	11096.596	10002	11102.065	9981.2	11080.115	10011	11076.167	10003	11082.736	9989.1
11190.136	9936.7	11161.341	9955.2	11170.034	9984.1	11156.858	9962.8	11158.042	9980.9	11142.645	9994.2	11149.675	9984.1	11155.477	9976	11153.92	9971.7	11133.341	9984.1	11174.523	9933.7	11156.895	9968.9	11149.528	9952.3	11141.198	9978	11192.046	9893.3	11138.214	9965.8	11139.822	10019	11128.546	9963.1	11120.679	10002	11122.845	9997.6	11130.83	9978.7	11126.89	9994	11132.394	9983.9	11110.349	10011	11106.436	10004	11113.065	9983.3
11220.627	9925.7	11191.715	9968.3	11200.38	9976.5	11187.217	9972.1	11188.353	9988.5	11172.969	9984	11180.03	9973.9	11185.834	9972.7	11184.244	9984.1	11163.684	9976.8	11204.974	9941.3	11187.236	9977.8	11179.983	9940	11171.547	9981.5	11222.609	9908.6	11168.555	9979	11170.034	10024	11158.903	9973.5	11150.932	10009	11153.113	10003	11161.173	9977.6	11157.2	9989.1	11162.693	9992.9	11140.612	10001	11136.688	10009	11143.39	9980.9
11251.159	9915.4	11222.11	9967	11230.738	9972.4	11217.581	9971	11218.647	9996.5	11203.299	9984.1	11210.395	9965.7	11216.18	9976.5	11214.576	9975.9	11194.014	9982.9	11235.429	9940.1	11217.61	9967.5	11210.414	9948.7	11201.84	9997.2	11253.192	9898.2	11198.874	9979	11200.276	10016	11189.29	9963.8	11181.166	10014	11183.414	9992.1	11191.504	9982.6	11187.495	9994.2	11193.002	9988.8	11170.881	10004	11166.977	10003	11173.686	9994.2
11281.669	9923.6	11252.502	9961.5	11261.096	9973.9	11247.937	9973.9	11248.941	9994.2	11233.61	9989.1	11240.751	9973.9	11246.505	9980.4	11244.924	9981.3	11224.325	9989.1	11265.88	9942.1	11248.003	9960.7	11240.831	9953.4	11232.159	9991.7	11283.801	9893.6	11229.266	9961.7	11230.519	10011	11219.667	9961	11211.439	10007	11213.714	9993.1	11221.815	9989.1	11217.782	10003	11223.351	9981.5	11201.133	10009	11197.263	9998.8	11203.984	9993.7
11312.147	9933.7	11282.905	9958.8	11291.42	9986.4	11278.279	9978	11279.25	9988.8	11263.913	9997	11271.099	9982.1	11276.845	9979	11275.263	9981.2	11254.664	9979	11296.349	9938.6	11278.376	9968.9	11271.278	9943.1	11262.47	9988.3	11314.403	9893.7	11259.64	9968.9	11260.778	10006	11250.058	9962.1	11241.706	10004	11243.979	10004	11252.155	9979	11248.076	9994.2	11253.677	9984.1	11231.358	10018	11227.536	10007	11234.308	9980.6
11342.656	9922.6	11313.266	9972.1	11321.763	9978.6	11308.624	9977.5	11309.562	9989	11294.224	9988.5	11301.457	9972.1	11307.192	9970.3	11305.588	9980.9	11285.043	9968.9	11326.796	9943.5	11308.724	9975.9	11301.732	9938.6	11292.803	9986.4	11344.981	9900.3	11289.985	9977.5	11290.996	10015	11280.447	9963.8	11271.941	10004	11274.277	9993.3	11282.497	9978.3	11278.374	9993.7	11283.991	9988.1	11261.606	10006	11257.786	10005	11264.623	9987.5
11373.169	9922.9	11343.669	9958.8	11352.125	9971.3	11338.933	9989.1	11339.866	9991	11324.548	9980.6	11331.85	9966.3	11337.534	9977.6	11335.927	9978.7	11315.384	9978.8	11357.247	9943.4	11339.08	9973.7	11332.169	9946.6	11323.087	9999.3	11375.55	9903.7	11320.334	9975.5	11321.231	10014	11310.825	9960.7	11302.224	9998.1	11304.579	9993.4	11312.838	9979	11308.678	9996.9	11314.323	9982.7	11291.86	10009	11288.054	10000	11294.926	9997.1
11403.693	9918.6	11374.078	9961.2	11382.49	9965.9	11369.273	9979	11370.179	9988.1	11354.881	9986.8	11362.211	9971.7	11367.858	9980.9	11366.304	9960.7	11345.708	9984	11387.718	9938.6	11369.441	9971.7	11362.591	9951.5	11353.391	9996.6	11406.079	9903.7	11350.68	9970.5	11351.505	10007	11341.25	9950.3	11332.48	10008	11334.875	9994.2	11343.149	9988.3	11338.966	10001	11344.673	9981.8	11322.098	10013	11318.332	9996.3	11325.235	9989.1
11434.174	9932.8	11404.467	9963.8	11412.816	9984.1	11399.617	9977.1	11400.51	9982.3	11385.183	9998.5	11392.552	9978.1	11398.207	9981.8	11396.675	9968.3	11376.051	9977.9	11418.2	9932	11399.784	9977	11393.043	9941	11383.704	9987.5	11436.662	9898.2	11381.053	9968.6	11381.744	10013	11371.656	9957.7	11362.782	9997.1	11365.146	10002	11373.492	9977	11369.261	9993.8	11375.012	9981.2	11352.333	10014	11348.588	10011	11355.56	9984.1
11464.665	9925	11434.813	9977.9	11443.163	9976.6	11429.973	9973.9	11430.849	9978.7	11415.48	9992.1	11422.933	9965.4	11428.549	9978.2	11427.03	9973.9	11406.395	9977.1			11430.133	9981.8	11423.522	9932.7	11414.003	9992.8	11467.171	9923.4	11411.409	9973.9	11411.957	10019	11402.043	9963.8	11393.07	10001	11395.464	9992.6	11403.848	9973.9	11399.58	9985.6	11405.311	9993.3	11382.589	10012	11378.822	10014	11385.874	9988.1
11495.182	9926.3	11465.185	9968.2	11473.517	9976.8	11460.322	9976	11461.143	9996.7	11445.806	9980.9	11453.329	9966.1	11458.906	9973	11457.388	9973.9	11436.737	9978.1			11460.482	9975.4	11453.97	9943.7	11444.29	10003	11497.7	9915.9	11441.749	9979	11442.189	10016	11432.408	9963.8	11423.324	10009	11425.76	9994.2	11434.173	9984.1	11429.875	9994.2	11435.622	9988.3	11412.842	10009	11409.086	10001	11416.169	9994.2
11525.674	9925.7	11495.602	9953.7	11503.856	9975.7	11490.681	9972.7	11491.437	9994.2	11476.123	9991.9	11483.702	9968.7	11489.241	9984.1	11487.749	9971.4	11467.063	9984.1			11490.862	9965.6	11484.388	9952.7	11474.583	9990.5	11528.224	9918.6	11472.107	9972.1	11472.426	10014	11462.849	9948.7	11453.605	9995.9	11456.063	9996.6	11464.508	9980.9	11460.164	10002	11465.98	9972.6	11443.078	10013	11439.356	10003	11446.465	9990.7
11556.136	9938.6	11525.99	9963.8	11534.167	9989.1	11521.06	9965.8	11521.762	9980.4	11506.417	9991.3	11514.047	9976.9	11519.595	9973.8	11518.129	9971.2	11497.407	9977			11521.221	9972.4	11514.836	9942.8	11504.884	9995.5	11558.732	9923.6	11502.493	9963.8	11502.662	10014	11493.241	9961.1	11483.889	9995.8	11486.346	9999.3	11494.833	9984.1	11490.468	9996.7	11496.329	9981.3	11473.299	10019	11469.591	10014	11476.784	9991.8
11586.604	9936.2	11556.333	9978.7	11564.512	9976.6	11551.401	9979	11552.073	9988.5	11536.717	9993.2	11544.417	9968.9	11549.952	9973.2	11548.458	9983	11527.762	9973.6			11551.564	9977.9	11545.285	9943.7	11535.178	9990.7	11589.216	9931	11532.851	9975.3	11532.868	10023	11523.636	9961	11514.157	10004	11516.63	9997.2	11525.177	9977	11520.763	9994	11526.638	9985.6	11503.534	10014	11499.824	10011	11507.078	9991.2
																														11563.191	9975.7	11563.118	10005	11554.039	9958.4	11544.444	10003	11546.94	9989.1	11555.526	9975.8	11551.061	9992.4	11556.963	9984.1	11533.783	10006	11530.078	10009	11537.363	9998.5
																																																11560.335	10011	11567.658	9994.2
